id_anonim,assignatura,predicted_nota_assignatura,nota_assignatura,alerta
Fba8338bd3556fb747ce2877ce3729dc,Tecnologies de desenvolupament per a internet i web,6.152857187024675,9.0," Alta diferencia entre real y predicho en 'Tecnologies de desenvolupament per a internet i web' (Predicho: 6.15, Real: 9.00)"
Fba8338bd3556fb747ce2877ce3729dc,Xarxes,4.5245908646084425,7.0, Posible suspenso en 'Xarxes' (Predicho: 4.52)
3a5b5310dbb31371b9e6e72ac5a7dedc,Arquitectura de computadors,4.722882980923942,3.1, Posible suspenso en 'Arquitectura de computadors' (Predicho: 4.72)
3a5b5310dbb31371b9e6e72ac5a7dedc,Bases de dades,4.825777310773574,3.0, Posible suspenso en 'Bases de dades' (Predicho: 4.83)
3a5b5310dbb31371b9e6e72ac5a7dedc,Ètica per a l'enginyeria,5.335216559183223,7.8," Alta diferencia entre real y predicho en 'Ètica per a l'enginyeria' (Predicho: 5.34, Real: 7.80)"
3a5b5310dbb31371b9e6e72ac5a7dedc,Fonaments dels computadors,4.805848355225945,3.7, Posible suspenso en 'Fonaments dels computadors' (Predicho: 4.81)
3a5b5310dbb31371b9e6e72ac5a7dedc,Informació i seguretat,4.6984917540813145,3.0, Posible suspenso en 'Informació i seguretat' (Predicho: 4.70)
3a5b5310dbb31371b9e6e72ac5a7dedc,Laboratori de programació,4.805848355225945,6.6, Posible suspenso en 'Laboratori de programació' (Predicho: 4.81)
3a5b5310dbb31371b9e6e72ac5a7dedc,Legislació,4.94150268154415,7.2, Posible suspenso en 'Legislació' (Predicho: 4.94)
3a5b5310dbb31371b9e6e72ac5a7dedc,Sistemes operatius,4.825777310773574,4.1, Posible suspenso en 'Sistemes operatius' (Predicho: 4.83)
3a5b5310dbb31371b9e6e72ac5a7dedc,Tecnologies de desenvolupament per a internet i web,4.825777310773574,3.7, Posible suspenso en 'Tecnologies de desenvolupament per a internet i web' (Predicho: 4.83)
3a5b5310dbb31371b9e6e72ac5a7dedc,Xarxes,4.367917009288456,4.0, Posible suspenso en 'Xarxes' (Predicho: 4.37)
26d5618ff762d05e9d1d1565920b3ac3,Arquitectura de computadors,4.698706499168736,0.0, Posible suspenso en 'Arquitectura de computadors' (Predicho: 4.70)
26d5618ff762d05e9d1d1565920b3ac3,Disseny de software,4.879502262612266,0.0, Posible suspenso en 'Disseny de software' (Predicho: 4.88)
26d5618ff762d05e9d1d1565920b3ac3,Informació i seguretat,4.743951250215734,4.3, Posible suspenso en 'Informació i seguretat' (Predicho: 4.74)
26d5618ff762d05e9d1d1565920b3ac3,Intel·ligència artificial,4.859573307064636,4.5, Posible suspenso en 'Intel·ligència artificial' (Predicho: 4.86)
26d5618ff762d05e9d1d1565920b3ac3,Laboratori de programació,4.859573307064636,2.5, Posible suspenso en 'Laboratori de programació' (Predicho: 4.86)
26d5618ff762d05e9d1d1565920b3ac3,Legislació,4.994248797404005,7.4, Posible suspenso en 'Legislació' (Predicho: 4.99)
26d5618ff762d05e9d1d1565920b3ac3,Sistemes operatius,4.879502262612266,4.0, Posible suspenso en 'Sistemes operatius' (Predicho: 4.88)
26d5618ff762d05e9d1d1565920b3ac3,Tecnologies de desenvolupament per a internet i web,4.879502262612266,2.4, Posible suspenso en 'Tecnologies de desenvolupament per a internet i web' (Predicho: 4.88)
26d5618ff762d05e9d1d1565920b3ac3,Xarxes,4.413177224051953,3.5, Posible suspenso en 'Xarxes' (Predicho: 4.41)
F389050676e6458845a29d47e5f5b1d5,Càlcul,4.973454613433124,5.4, Posible suspenso en 'Càlcul' (Predicho: 4.97)
F389050676e6458845a29d47e5f5b1d5,Electricitat i electrònica,4.88014886996066,5.6, Posible suspenso en 'Electricitat i electrònica' (Predicho: 4.88)
F389050676e6458845a29d47e5f5b1d5,Fonaments dels computadors,4.88014886996066,4.5, Posible suspenso en 'Fonaments dels computadors' (Predicho: 4.88)
F389050676e6458845a29d47e5f5b1d5,Matemàtica discreta,4.783821839505744,5.8, Posible suspenso en 'Matemàtica discreta' (Predicho: 4.78)
F389050676e6458845a29d47e5f5b1d5,Metodologia de la programació,4.853421562977759,4.5, Posible suspenso en 'Metodologia de la programació' (Predicho: 4.85)
F389050676e6458845a29d47e5f5b1d5,Organització i gestió d'empreses,3.289350359001285,5.6, Posible suspenso en 'Organització i gestió d'empreses' (Predicho: 3.29)
Ad038d02cf53dc258fd828e09353c75d,Arquitectura de computadors,4.756481323393967,4.5, Posible suspenso en 'Arquitectura de computadors' (Predicho: 4.76)
Ad038d02cf53dc258fd828e09353c75d,Disseny de software,4.937277086837496,1.3, Posible suspenso en 'Disseny de software' (Predicho: 4.94)
Ad038d02cf53dc258fd828e09353c75d,Gestió i administració de bases de dades,4.6855973997481355,5.0, Posible suspenso en 'Gestió i administració de bases de dades' (Predicho: 4.69)
Ad038d02cf53dc258fd828e09353c75d,Laboratori de programació,4.917348131289867,4.5, Posible suspenso en 'Laboratori de programació' (Predicho: 4.92)
Ad038d02cf53dc258fd828e09353c75d,Laboratori integrat de software,5.209707901509174,9.8," Alta diferencia entre real y predicho en 'Laboratori integrat de software' (Predicho: 5.21, Real: 9.80)"
Ad038d02cf53dc258fd828e09353c75d,Requisits del software,4.937277086837496,2.9, Posible suspenso en 'Requisits del software' (Predicho: 4.94)
Ad038d02cf53dc258fd828e09353c75d,Tecnologies de desenvolupament per a internet i web,4.937277086837496,2.6, Posible suspenso en 'Tecnologies de desenvolupament per a internet i web' (Predicho: 4.94)
Ad038d02cf53dc258fd828e09353c75d,Xarxes,4.387726706673546,5.8, Posible suspenso en 'Xarxes' (Predicho: 4.39)
Ca372ab05b104f22bbf888f50abf6204,Estructura de computadors,6.75651306981383,9.0," Alta diferencia entre real y predicho en 'Estructura de computadors' (Predicho: 6.76, Real: 9.00)"
Ca372ab05b104f22bbf888f50abf6204,Xarxes,4.635917768518385,5.8, Posible suspenso en 'Xarxes' (Predicho: 4.64)
E078e6c089d7622aa1fa0810a3dd653d,Arquitectura de computadors,7.174694914011126,3.9," Alta diferencia entre real y predicho en 'Arquitectura de computadors' (Predicho: 7.17, Real: 3.90)"
7b63184102998183ae76be69c1156a5a,Àlgebra,5.381014083854221,7.5," Alta diferencia entre real y predicho en 'Àlgebra' (Predicho: 5.38, Real: 7.50)"
7b63184102998183ae76be69c1156a5a,Organització i gestió d'empreses,4.496659437396403,2.5, Posible suspenso en 'Organització i gestió d'empreses' (Predicho: 4.50)
432c9d72d8132d456ac3bd482204b6df,Sistemes operatius,6.602306027961415,4.0," Alta diferencia entre real y predicho en 'Sistemes operatius' (Predicho: 6.60, Real: 4.00)"
432c9d72d8132d456ac3bd482204b6df,Xarxes,4.635917768518385,7.3, Posible suspenso en 'Xarxes' (Predicho: 4.64)
37c57a3d9a7bb9b1915b52c45a2ba9b0,Arquitectura i tecnologies de software,6.231319660787828,8.8," Alta diferencia entre real y predicho en 'Arquitectura i tecnologies de software' (Predicho: 6.23, Real: 8.80)"
37c57a3d9a7bb9b1915b52c45a2ba9b0,Disseny de software,6.201528743133501,9.5," Alta diferencia entre real y predicho en 'Disseny de software' (Predicho: 6.20, Real: 9.50)"
37c57a3d9a7bb9b1915b52c45a2ba9b0,Gestió i administració de bases de dades,6.201528743133501,8.6," Alta diferencia entre real y predicho en 'Gestió i administració de bases de dades' (Predicho: 6.20, Real: 8.60)"
37c57a3d9a7bb9b1915b52c45a2ba9b0,Pràctiques externes,7.432588657017582,10.0," Alta diferencia entre real y predicho en 'Pràctiques externes' (Predicho: 7.43, Real: 10.00)"
E4cdd607459fe25f40d2a0ef4e38c8e4,Electricitat i electrònica,6.090175725929073,9.3," Alta diferencia entre real y predicho en 'Electricitat i electrònica' (Predicho: 6.09, Real: 9.30)"
E4cdd607459fe25f40d2a0ef4e38c8e4,Fonaments d'informàtica,6.239916478849826,8.3," Alta diferencia entre real y predicho en 'Fonaments d'informàtica' (Predicho: 6.24, Real: 8.30)"
E4cdd607459fe25f40d2a0ef4e38c8e4,Metodologia de la programació,6.063448418946173,8.4," Alta diferencia entre real y predicho en 'Metodologia de la programació' (Predicho: 6.06, Real: 8.40)"
4d28591390c2751d70507dc75df5f740,Sistemes distribuïts,6.201528743133501,2.0," Alta diferencia entre real y predicho en 'Sistemes distribuïts' (Predicho: 6.20, Real: 2.00)"
4d28591390c2751d70507dc75df5f740,Xarxes,4.431698344646136,5.1, Posible suspenso en 'Xarxes' (Predicho: 4.43)
E705f2922cfb18fab661795a762c5226,Crèdits reconeguts,0.3965841152734213,0.0, Posible suspenso en 'Crèdits reconeguts' (Predicho: 0.40)
E705f2922cfb18fab661795a762c5226,Sistemes i tecnologies web,7.398683438051646,9.8," Alta diferencia entre real y predicho en 'Sistemes i tecnologies web' (Predicho: 7.40, Real: 9.80)"
4c154da445b2bd6495627a8dd590d2fc,Arquitectures avançades,6.561801509517763,0.0," Alta diferencia entre real y predicho en 'Arquitectures avançades' (Predicho: 6.56, Real: 0.00)"
4c154da445b2bd6495627a8dd590d2fc,Gestió i administració de xarxes,6.561801509517763,0.0," Alta diferencia entre real y predicho en 'Gestió i administració de xarxes' (Predicho: 6.56, Real: 0.00)"
4c154da445b2bd6495627a8dd590d2fc,Integració hardware/software,6.611521382719719,4.5," Alta diferencia entre real y predicho en 'Integració hardware/software' (Predicho: 6.61, Real: 4.50)"
4c154da445b2bd6495627a8dd590d2fc,Sistemes distribuïts,6.581730465065391,0.4," Alta diferencia entre real y predicho en 'Sistemes distribuïts' (Predicho: 6.58, Real: 0.40)"
4c154da445b2bd6495627a8dd590d2fc,Tecnologies de desenvolupament per a internet i web,6.581730465065391,4.5," Alta diferencia entre real y predicho en 'Tecnologies de desenvolupament per a internet i web' (Predicho: 6.58, Real: 4.50)"
4c154da445b2bd6495627a8dd590d2fc,Xarxes,4.624923252414482,5.9, Posible suspenso en 'Xarxes' (Predicho: 4.62)
63397dc3d8c8c9395cdfdc811409e0be,Anàlisi i disseny d'algorismes,5.1203955430461106,2.0," Alta diferencia entre real y predicho en 'Anàlisi i disseny d'algorismes' (Predicho: 5.12, Real: 2.00)"
63397dc3d8c8c9395cdfdc811409e0be,Aprenentatge computacional,5.239135770173327,8.6," Alta diferencia entre real y predicho en 'Aprenentatge computacional' (Predicho: 5.24, Real: 8.60)"
63397dc3d8c8c9395cdfdc811409e0be,Compiladors,5.08174152971664,0.0," Alta diferencia entre real y predicho en 'Compiladors' (Predicho: 5.08, Real: 0.00)"
63397dc3d8c8c9395cdfdc811409e0be,Crèdits reconeguts,1.1740726770362477,0.0, Posible suspenso en 'Crèdits reconeguts' (Predicho: 1.17)
63397dc3d8c8c9395cdfdc811409e0be,Crèdits reconeguts,1.1740726770362477,0.0, Posible suspenso en 'Crèdits reconeguts' (Predicho: 1.17)
63397dc3d8c8c9395cdfdc811409e0be,Ètica per a l'enginyeria,5.537005437971028,8.3," Alta diferencia entre real y predicho en 'Ètica per a l'enginyeria' (Predicho: 5.54, Real: 8.30)"
63397dc3d8c8c9395cdfdc811409e0be,Legislació,5.214305009488743,8.4," Alta diferencia entre real y predicho en 'Legislació' (Predicho: 5.21, Real: 8.40)"
63397dc3d8c8c9395cdfdc811409e0be,"Robòtica, llenguatge i planificació",5.21980120191306,7.6," Alta diferencia entre real y predicho en 'Robòtica, llenguatge i planificació' (Predicho: 5.22, Real: 7.60)"
63397dc3d8c8c9395cdfdc811409e0be,Sistemes multimèdia,5.158502907158824,8.0," Alta diferencia entre real y predicho en 'Sistemes multimèdia' (Predicho: 5.16, Real: 8.00)"
63397dc3d8c8c9395cdfdc811409e0be,Visió per computador,5.173530055181941,7.2," Alta diferencia entre real y predicho en 'Visió per computador' (Predicho: 5.17, Real: 7.20)"
63397dc3d8c8c9395cdfdc811409e0be,Visualització gràfica interactiva,5.158502907158824,0.0," Alta diferencia entre real y predicho en 'Visualització gràfica interactiva' (Predicho: 5.16, Real: 0.00)"
B35c6d71c606150e0b00b3464015cb23,Arquitectura de computadors,6.472766792528044,4.0," Alta diferencia entre real y predicho en 'Arquitectura de computadors' (Predicho: 6.47, Real: 4.00)"
B35c6d71c606150e0b00b3464015cb23,Càlcul,6.558112831710946,0.0," Alta diferencia entre real y predicho en 'Càlcul' (Predicho: 6.56, Real: 0.00)"
B35c6d71c606150e0b00b3464015cb23,Informació i seguretat,6.399192547048432,3.7," Alta diferencia entre real y predicho en 'Informació i seguretat' (Predicho: 6.40, Real: 3.70)"
B35c6d71c606150e0b00b3464015cb23,Intel·ligència artificial,6.582377072413787,3.9," Alta diferencia entre real y predicho en 'Intel·ligència artificial' (Predicho: 6.58, Real: 3.90)"
B35c6d71c606150e0b00b3464015cb23,Laboratori de programació,6.582377072413787,4.5," Alta diferencia entre real y predicho en 'Laboratori de programació' (Predicho: 6.58, Real: 4.50)"
B35c6d71c606150e0b00b3464015cb23,Sistemes operatius,6.602306027961415,4.0," Alta diferencia entre real y predicho en 'Sistemes operatius' (Predicho: 6.60, Real: 4.00)"
B35c6d71c606150e0b00b3464015cb23,Xarxes,4.942405548147876,4.0, Posible suspenso en 'Xarxes' (Predicho: 4.94)
E90a198eb3a59d5f3e72a9fa3e0716fb,Matemàtica discreta,6.094743965980368,2.7," Alta diferencia entre real y predicho en 'Matemàtica discreta' (Predicho: 6.09, Real: 2.70)"
7bb517f1ed9df3754cd11087faa6e35a,Aplicacions multidisciplinàries de les telecomunicacions i,6.22324606271335,8.8," Alta diferencia entre real y predicho en 'Aplicacions multidisciplinàries de les telecomunicacions i' (Predicho: 6.22, Real: 8.80)"
7bb517f1ed9df3754cd11087faa6e35a,Càlcul,6.165779658189671,8.4," Alta diferencia entre real y predicho en 'Càlcul' (Predicho: 6.17, Real: 8.40)"
7bb517f1ed9df3754cd11087faa6e35a,Disseny de software,6.22324606271335,9.7," Alta diferencia entre real y predicho en 'Disseny de software' (Predicho: 6.22, Real: 9.70)"
7bb517f1ed9df3754cd11087faa6e35a,Garantia de la informació i seguretat,6.22324606271335,8.7," Alta diferencia entre real y predicho en 'Garantia de la informació i seguretat' (Predicho: 6.22, Real: 8.70)"
7bb517f1ed9df3754cd11087faa6e35a,Gestió de projectes,5.810268587475662,8.3," Alta diferencia entre real y predicho en 'Gestió de projectes' (Predicho: 5.81, Real: 8.30)"
7bb517f1ed9df3754cd11087faa6e35a,Infraestructura i tecnologia de xarxes,6.1685021013606915,8.7," Alta diferencia entre real y predicho en 'Infraestructura i tecnologia de xarxes' (Predicho: 6.17, Real: 8.70)"
7bb517f1ed9df3754cd11087faa6e35a,Laboratori de programació,6.190043898892512,8.3," Alta diferencia entre real y predicho en 'Laboratori de programació' (Predicho: 6.19, Real: 8.30)"
7bb517f1ed9df3754cd11087faa6e35a,Legislació,6.22324606271335,9.2," Alta diferencia entre real y predicho en 'Legislació' (Predicho: 6.22, Real: 9.20)"
7bb517f1ed9df3754cd11087faa6e35a,Metodologia de la programació,6.0917233005049995,8.3," Alta diferencia entre real y predicho en 'Metodologia de la programació' (Predicho: 6.09, Real: 8.30)"
7bb517f1ed9df3754cd11087faa6e35a,Sistemes d'informació,6.244808144294644,9.1," Alta diferencia entre real y predicho en 'Sistemes d'informació' (Predicho: 6.24, Real: 9.10)"
7bb517f1ed9df3754cd11087faa6e35a,Sistemes de radiocomunicació,6.22324606271335,8.4," Alta diferencia entre real y predicho en 'Sistemes de radiocomunicació' (Predicho: 6.22, Real: 8.40)"
7bb517f1ed9df3754cd11087faa6e35a,Sistemes distribuïts,6.22324606271335,8.5," Alta diferencia entre real y predicho en 'Sistemes distribuïts' (Predicho: 6.22, Real: 8.50)"
7bb517f1ed9df3754cd11087faa6e35a,Sistemes i tecnologies web,6.22324606271335,9.2," Alta diferencia entre real y predicho en 'Sistemes i tecnologies web' (Predicho: 6.22, Real: 9.20)"
7bb517f1ed9df3754cd11087faa6e35a,Transmissors i receptors de telecomunicacions,6.239763772094467,9.5," Alta diferencia entre real y predicho en 'Transmissors i receptors de telecomunicacions' (Predicho: 6.24, Real: 9.50)"
7bb517f1ed9df3754cd11087faa6e35a,Xarxes,4.582965067736021,7.4, Posible suspenso en 'Xarxes' (Predicho: 4.58)
5c3bcf37576d8e82f09a756da91df7c7,Àlgebra,4.8385596715262595,1.2, Posible suspenso en 'Àlgebra' (Predicho: 4.84)
5c3bcf37576d8e82f09a756da91df7c7,Càlcul,4.6755703225653065,0.0, Posible suspenso en 'Càlcul' (Predicho: 4.68)
5c3bcf37576d8e82f09a756da91df7c7,Electricitat i electrònica,4.8273838747521784,0.0, Posible suspenso en 'Electricitat i electrònica' (Predicho: 4.83)
5c3bcf37576d8e82f09a756da91df7c7,Fonaments d'informàtica,5.155665211641691,0.0," Alta diferencia entre real y predicho en 'Fonaments d'informàtica' (Predicho: 5.16, Real: 0.00)"
5c3bcf37576d8e82f09a756da91df7c7,Fonaments dels computadors,4.8273838747521784,1.7, Posible suspenso en 'Fonaments dels computadors' (Predicho: 4.83)
5c3bcf37576d8e82f09a756da91df7c7,Matemàtica discreta,4.731056844297263,0.5, Posible suspenso en 'Matemàtica discreta' (Predicho: 4.73)
5c3bcf37576d8e82f09a756da91df7c7,Metodologia de la programació,4.671824273377259,0.0, Posible suspenso en 'Metodologia de la programació' (Predicho: 4.67)
5c3bcf37576d8e82f09a756da91df7c7,Organització i gestió d'empreses,3.1406171264624945,1.5, Posible suspenso en 'Organització i gestió d'empreses' (Predicho: 3.14)
Ec8e30cca9a03b1fcccbc3c9357978f7,Metodologia de la programació,6.063448418946173,8.1," Alta diferencia entre real y predicho en 'Metodologia de la programació' (Predicho: 6.06, Real: 8.10)"
Dab9eaae7081da5d9b30cd9b4e01e70a,Fonaments d'informàtica,6.611632475437336,9.0," Alta diferencia entre real y predicho en 'Fonaments d'informàtica' (Predicho: 6.61, Real: 9.00)"
Eaf4bc5d70ae02c6a22b83d7c7706796,Arquitectura de computadors,4.743895444434639,4.5, Posible suspenso en 'Arquitectura de computadors' (Predicho: 4.74)
Eaf4bc5d70ae02c6a22b83d7c7706796,Bases de dades,4.891613088433094,6.1, Posible suspenso en 'Bases de dades' (Predicho: 4.89)
Eaf4bc5d70ae02c6a22b83d7c7706796,Enginyeria del software,4.891613088433094,6.1, Posible suspenso en 'Enginyeria del software' (Predicho: 4.89)
Eaf4bc5d70ae02c6a22b83d7c7706796,Estructura de computadors,5.728380018183111,8.7," Alta diferencia entre real y predicho en 'Estructura de computadors' (Predicho: 5.73, Real: 8.70)"
Eaf4bc5d70ae02c6a22b83d7c7706796,Informació i seguretat,4.764327531740835,4.4, Posible suspenso en 'Informació i seguretat' (Predicho: 4.76)
Eaf4bc5d70ae02c6a22b83d7c7706796,Intel·ligència artificial,4.871684132885466,6.7, Posible suspenso en 'Intel·ligència artificial' (Predicho: 4.87)
Eaf4bc5d70ae02c6a22b83d7c7706796,Laboratori de programació,4.871684132885466,4.5, Posible suspenso en 'Laboratori de programació' (Predicho: 4.87)
Eaf4bc5d70ae02c6a22b83d7c7706796,Organització i gestió d'empreses,2.949301380739938,1.5, Posible suspenso en 'Organització i gestió d'empreses' (Predicho: 2.95)
Eaf4bc5d70ae02c6a22b83d7c7706796,Sistemes operatius,4.891613088433094,7.0, Posible suspenso en 'Sistemes operatius' (Predicho: 4.89)
Eaf4bc5d70ae02c6a22b83d7c7706796,Xarxes,4.41898576185837,7.0, Posible suspenso en 'Xarxes' (Predicho: 4.42)
C9d2f0c8fd93168974b2aa06f775b022,Organització i gestió d'empreses,4.6093629505078,5.0, Posible suspenso en 'Organització i gestió d'empreses' (Predicho: 4.61)
Db54bd08e894e7e200d016556aa4eb9d,Estadística,6.251895223683852,3.8," Alta diferencia entre real y predicho en 'Estadística' (Predicho: 6.25, Real: 3.80)"
Db54bd08e894e7e200d016556aa4eb9d,Informació i seguretat,6.01899082511654,2.1," Alta diferencia entre real y predicho en 'Informació i seguretat' (Predicho: 6.02, Real: 2.10)"
Db54bd08e894e7e200d016556aa4eb9d,Intel·ligència artificial,6.2021753504818955,0.0," Alta diferencia entre real y predicho en 'Intel·ligència artificial' (Predicho: 6.20, Real: 0.00)"
Db54bd08e894e7e200d016556aa4eb9d,Xarxes,4.947849274374098,0.0, Posible suspenso en 'Xarxes' (Predicho: 4.95)
D57cdf8e25fd62ef979e757a664dc366,Arquitectura de computadors,7.174694914011126,4.5," Alta diferencia entre real y predicho en 'Arquitectura de computadors' (Predicho: 7.17, Real: 4.50)"
D57cdf8e25fd62ef979e757a664dc366,Bases de dades,7.304234149444497,5.0," Alta diferencia entre real y predicho en 'Bases de dades' (Predicho: 7.30, Real: 5.00)"
2fd431687fed567e6a4d12cbffd47c9e,Garantia de la informació i seguretat,7.398683438051646,9.5," Alta diferencia entre real y predicho en 'Garantia de la informació i seguretat' (Predicho: 7.40, Real: 9.50)"
0258b28f39ae83bdd3f92675ceea6d20,Pràctiques externes,7.972879020111215,0.0," Alta diferencia entre real y predicho en 'Pràctiques externes' (Predicho: 7.97, Real: 0.00)"
1900a20299d01e4e811468fdf4eb6fd8,Gestió del desenvolupament de software,6.231319660787828,9.4," Alta diferencia entre real y predicho en 'Gestió del desenvolupament de software' (Predicho: 6.23, Real: 9.40)"
6971d35bbd7902dde7aebe72b8ebf5d5,Àlgebra,4.981036532985434,2.7, Posible suspenso en 'Àlgebra' (Predicho: 4.98)
6971d35bbd7902dde7aebe72b8ebf5d5,Càlcul,4.816221796046168,0.0, Posible suspenso en 'Càlcul' (Predicho: 4.82)
6971d35bbd7902dde7aebe72b8ebf5d5,Electricitat i electrònica,4.805848355225945,2.7, Posible suspenso en 'Electricitat i electrònica' (Predicho: 4.81)
6971d35bbd7902dde7aebe72b8ebf5d5,Fonaments dels computadors,4.805848355225945,0.0, Posible suspenso en 'Fonaments dels computadors' (Predicho: 4.81)
6971d35bbd7902dde7aebe72b8ebf5d5,Matemàtica discreta,4.709521324771029,0.0, Posible suspenso en 'Matemàtica discreta' (Predicho: 4.71)
6971d35bbd7902dde7aebe72b8ebf5d5,Metodologia de la programació,4.779121048243045,0.0, Posible suspenso en 'Metodologia de la programació' (Predicho: 4.78)
6971d35bbd7902dde7aebe72b8ebf5d5,Organització i gestió d'empreses,2.855189128251847,0.0, Posible suspenso en 'Organització i gestió d'empreses' (Predicho: 2.86)
45c7b10a245eb144eebb011d13c5b25c,Laboratori de programació,6.582377072413787,3.1," Alta diferencia entre real y predicho en 'Laboratori de programació' (Predicho: 6.58, Real: 3.10)"
45c7b10a245eb144eebb011d13c5b25c,Metodologia de la programació,6.555649765430886,0.0," Alta diferencia entre real y predicho en 'Metodologia de la programació' (Predicho: 6.56, Real: 0.00)"
C666c52f821b78fe69a293a2d25dc99e,Crèdits reconeguts,0.18427263704958238,0.0, Posible suspenso en 'Crèdits reconeguts' (Predicho: 0.18)
C666c52f821b78fe69a293a2d25dc99e,Treball de final de grau,7.449335673031391,9.6," Alta diferencia entre real y predicho en 'Treball de final de grau' (Predicho: 7.45, Real: 9.60)"
A508ab9cd3fc0dea68a3674612746c89,Fonaments d'informàtica,6.803976586666034,0.0," Alta diferencia entre real y predicho en 'Fonaments d'informàtica' (Predicho: 6.80, Real: 0.00)"
A508ab9cd3fc0dea68a3674612746c89,Metodologia de la programació,6.529283186631059,0.0," Alta diferencia entre real y predicho en 'Metodologia de la programació' (Predicho: 6.53, Real: 0.00)"
B85fd90de904e17c60b1febba5bdadfd,Crèdits reconeguts,0.22442930074421089,0.0, Posible suspenso en 'Crèdits reconeguts' (Predicho: 0.22)
B85fd90de904e17c60b1febba5bdadfd,Crèdits reconeguts,0.22442930074421089,0.0, Posible suspenso en 'Crèdits reconeguts' (Predicho: 0.22)
B85fd90de904e17c60b1febba5bdadfd,Crèdits reconeguts,0.22442930074421089,0.0, Posible suspenso en 'Crèdits reconeguts' (Predicho: 0.22)
B85fd90de904e17c60b1febba5bdadfd,Laboratori de programació,6.582377072413787,4.5," Alta diferencia entre real y predicho en 'Laboratori de programació' (Predicho: 6.58, Real: 4.50)"
B85fd90de904e17c60b1febba5bdadfd,Tecnologies de desenvolupament per a internet i web,6.602306027961415,3.3," Alta diferencia entre real y predicho en 'Tecnologies de desenvolupament per a internet i web' (Predicho: 6.60, Real: 3.30)"
B85fd90de904e17c60b1febba5bdadfd,Xarxes,4.593379181008996,4.0, Posible suspenso en 'Xarxes' (Predicho: 4.59)
122d449255e2dccb5407eb05ba7ca429,Gestió del desenvolupament de software,6.632096945615742,8.8," Alta diferencia entre real y predicho en 'Gestió del desenvolupament de software' (Predicho: 6.63, Real: 8.80)"
122d449255e2dccb5407eb05ba7ca429,Integració hardware/software,6.632096945615742,0.0," Alta diferencia entre real y predicho en 'Integració hardware/software' (Predicho: 6.63, Real: 0.00)"
122d449255e2dccb5407eb05ba7ca429,Tendències actuals,6.582377072413787,9.4," Alta diferencia entre real y predicho en 'Tendències actuals' (Predicho: 6.58, Real: 9.40)"
